otu	sim	del	ins	mis	len	score	hit
66	denovo1057	79.09	13	13	34	287	227	G101_AJ291539
67	denovo491	76.33	12	25	52	376	227	D1.2_AM748617
68	denovo2899	75.35	11	16	43	284	227.5	C15.23_KC597697
69	denovo5244	74.18	18	18	43	306	227.5	I2_FN561560
70	denovo4093	77	13	14	39	287	228	G3.4_LK392378
71	denovo2882	83.01	11	16	34	359	228	D1.1_AM748564
72	denovo4916	74.73	12	28	55	376	228	D1.2_AM748617
73	denovo5504	69.01	20	10	58	284	228.5	F110_AJ291526
74	denovo4958	83.13	14	34	51	587	228.5	H6_AJ291520
75	denovo5546	83.3	12	32	54	587	228.5	H6_AJ291520
76	denovo4227	75.65	15	14	37	271	229	D107_AF174568;D108_AF174567
77	denovo2711	76.95	14	15	39	295	229.5	F3.3_AM748569
78	denovo3466	77.55	12	17	37	294	230	F5.1d_JN558069
79	denovo2429	75.17	17	15	41	294	230	F5.1d_JN558069
80	denovo2606	71.47	15	21	61	340	230	D1.1_AM748564
81	denovo1903	74.56	10	17	45	283	230.5	C33.1_AY258498
82	denovo2656	79.79	13	15	48	376	230.5	D1.2_AM748617
83	denovo28	69.02	14	13	52	255	231.5	A113_AF184948
84	denovo4790	69.02	14	13	52	255	231.5	A113_AF184948
85	denovo3095	75.17	15	15	43	294	232	F5.1d_JN558069
86	denovo2116	79.26	10	26	42	376	232	D1.2_AM748617
87	denovo2751	76.12	10	15	39	268	232.5	C1194_EU099826
88	denovo3932	78.44	15	17	26	269	232.5	B23_EU449079
89	denovo3932	74.72	14	18	36	269	232.5	B30_GU907644
90	denovo1993	78.19	9	24	49	376	233	D1.2_AM748617
91	denovo2661	76.06	8	15	45	284	233.5	C38a_AY258483
92	denovo2661	83.75	10	30	44	517	233.5	H6_AJ291520
93	denovo1649	80.85	9	19	44	376	234	D1.2_AM748617
94	denovo1179	72.91	10	12	46	251	234.5	A140_EU074930
95	denovo3252	74.46	17	18	36	278	234.5	B119_EU099825
96	denovo681	79	13	12	34	281	234.5	F4.6_AM748586
97	denovo2052	71.77	11	17	55	294	234.5	F5.1c_AM748593
98	denovo333	72.88	10	15	55	295	234.5	F3.4a_AM748571
99	denovo3077	77.93	13	18	35	299	234.5	F3.2_AM748567
100	denovo3670	79.79	14	18	44	376	234.5	D1.2_AM748617
101	denovo5418	77.12	12	14	36	271	235	D107_AF174568;D108_AF174567
102	denovo3963	68.29	12	19	60	287	235	G3_AM748600
103	denovo3963	67.25	15	19	60	287	235	G100_AB253788
104	denovo484	73.94	15	13	46	284	235.5	C1193_EU099827
105	denovo26	74.51	18	16	44	306	235.5	I4_FN561562;I3_FN561561
106	denovo4743	73.5	11	14	50	283	236	C1160_AB294608;C1172_AB294665;C91c_AM748558;C1161_AB294606;C1173_AB294662
107	denovo1904	75.09	9	17	44	281	236.5	F4.1a_AM748573
108	denovo793	74.73	8	15	48	281	236.5	F4.1a_AM748573
109	denovo62	76.06	15	10	43	284	236.5	C1193_EU099827
110	denovo3949	74.51	18	18	42	306	236.5	I2_FN561560
111	denovo1682	78.8	11	20	47	368	236.5	D1.1_AM748564
112	denovo3318	74.3	16	10	47	284	237	C1193_EU099827
113	denovo2105	75.96	11	17	41	287	237.5	G3.4_LK392378
114	denovo2963	78.53	12	20	47	368	238.5	D1.1_AM748564
115	denovo1089	79.58	13	10	35	284	239.5	B30_GU907644
116	denovo4919	73.58	12	12	55	299	239.5	F3.2_AM748567
117	denovo3091	79.41	13	18	32	306	239.5	I2_FN561560
118	denovo61	75.65	12	13	41	271	240	D122_EU074905;D114_AF174549;D113_AF174557;D1.11_HE579040;D1.6_HQ630881
119	denovo5629	73.14	13	12	51	283	240	B33_GU907648
120	denovo3173	73.52	10	15	51	287	240	E108_EU074912
121	denovo2948	69.75	14	12	59	281	241	F4.6_AM748586
122	denovo2012	81.63	10	37	59	577	241.5	H6_AJ291520
123	denovo5507	77.11	11	12	42	284	242.5	B30_GU907644
124	denovo3102	80.24	7	36	73	587	242.5	H6_AJ291520
125	denovo3801	71.77	14	16	53	294	243	F5.2c_AM748596
126	denovo4704	76.92	10	17	42	299	243	F3.2a_AM748568
127	denovo4811	74.25	12	15	50	299	243	F3.2_AM748567
128	denovo3574	73.91	11	16	51	299	243	F3.2a_AM748568
129	denovo4704	74.18	9	20	50	306	243	I2_FN561560
130	denovo3468	77.99	14	25	42	368	243	D1.1_AM748564
131	denovo3636	77.69	15	22	46	372	243	D1.2_AM748617
132	denovo1253	77.11	11	11	43	284	243.5	B30_GU907644
133	denovo2256	77.11	11	11	43	284	243.5	B30_GU907644
134	denovo5685	73.87	9	15	51	287	244.5	E108_EU074912
135	denovo2895	73.53	10	20	51	306	244.5	I2_FN561560
136	denovo787	77.45	12	20	51	368	244.5	D1.1_AM748564
137	denovo2943	74.35	9	20	60	347	245	D1.1_AM748564
138	denovo2288	82.34	8	15	42	368	245	D1.1_AM748564
139	denovo2705	76.86	10	26	51	376	245	D1.2_AM748617
140	denovo2457	85.18	6	23	58	587	245	H6_AJ291520
141	denovo3179	74	11	14	40	250	245.5	A4.2_FN429761
142	denovo3619	76.49	16	17	34	285	246	I4_FN561562;I3_FN561561
143	denovo2340	78.72	17	17	46	376	246	D1.2_AM748617
144	denovo5238	70.82	16	15	44	257	246.5	A4.3_FN429763
145	denovo3188	75	13	16	63	368	246.5	D1.1_AM748564
146	denovo1533	86.71	12	25	41	587	247	H6_AJ291520
147	denovo5469	71.83	11	12	57	284	247.5	E110_EU074914
148	denovo4561	67.84	14	12	56	255	248	A107_AB207199
149	denovo3049	74.2	10	15	48	283	248	C1160_AB294608;C1161_AB294606;C1173_AB294662
150	denovo942	74.2	10	15	48	283	248	C1160_AB294608;C91c_AM748558;C1161_AB294606;C1173_AB294662
151	denovo757	71.13	10	12	60	284	248.5	E110_EU074914
152	denovo5298	77.66	14	23	47	376	248.5	D1.2_AM748617
153	denovo4402	75.26	14	17	40	287	249	G101_AJ291539
154	denovo785	72.2	8	14	60	295	249	F3.4b_AM748616
155	denovo3658	81.94	11	31	64	587	249.5	H6_AJ291520
156	denovo4707	75.97	11	20	37	283	250.5	C79_AY765414
157	denovo1681	74.56	10	14	49	287	250.5	E108_EU074912
158	denovo4997	74.56	10	14	49	287	250.5	E108_EU074912
159	denovo5462	72.54	12	16	50	284	251	E109_EU074913
160	denovo3502	80.59	10	21	42	376	251.5	D1.2_AM748617
161	denovo2644	84.16	13	28	52	587	252.5	H6_AJ291520
162	denovo436	74.38	10	15	47	281	253.5	F111_AJ311949
163	denovo3237	72.73	8	11	59	286	253.5	G2b_JN558087
164	denovo1910	74.22	9	15	50	287	253.5	E108_EU074912
165	denovo1871	73.9	15	18	44	295	253.5	F3.4_AM748570;F3.4b_AM748616
166	denovo5352	73.67	16	17	41	281	254	F4.6_AM748586
167	denovo1056	73.86	12	21	47	306	254.5	I3_FN561561
168	denovo483	73.17	11	14	52	287	255	E108_EU074912
169	denovo3573	75.25	18	15	40	295	255.5	F3.4b_AM748616
170	denovo4134	68.71	15	15	57	278	256	C1131_DQ182650
171	denovo4134	73.05	15	20	41	282	256	C1194_EU099826
172	denovo5110	77.12	8	17	45	306	256	I4_FN561562
173	denovo4397	75.8	10	23	58	376	256	D1.2_AM748617
174	denovo2795	76.9	14	25	46	368	257	D1.1_AM748564
175	denovo5625	76.45	13	15	37	276	258	C1111_DQ182645
176	denovo3379	77.39	13	18	54	376	258.5	D1.2_AM748617
177	denovo3302	71.91	11	21	59	324	259	C49_AY589754
178	denovo1974	72.29	9	12	48	249	260	A120_AF180122
179	denovo5614	69.02	17	10	52	255	260.5	A112_AF184949
180	denovo5470	84.16	14	27	52	587	260.5	H6_AJ291520
181	denovo2287	79.32	17	15	29	295	261	F3.4a_AM748571
182	denovo5528	78.72	9	25	46	376	261	D1.2_AM748617
183	denovo1017	70.82	12	14	56	281	261.5	F4.6_AM748586
184	denovo4092	70.82	12	14	56	281	261.5	F4.6_AM748586
185	denovo5370	76.6	14	21	53	376	261.5	D1.2_AM748617
186	denovo507	77.39	5	25	55	376	262.5	D1.2_AM748617
187	denovo123	76.86	16	24	47	376	263	D1.2_AM748617
188	denovo2432	84.83	8	29	51	580	263.5	H6_AJ291520
189	denovo1181	73.33	13	15	40	255	264.5	A1.3_HE578976
190	denovo5676	75.18	17	19	33	278	264.5	B1b_AF499780
191	denovo32	76.33	9	26	54	376	264.5	D1.2_AM748617
192	denovo5472	80.59	11	20	42	376	265	D1.2_AM748617
193	denovo154	75.27	11	23	59	376	265	D1.2_AM748617
194	denovo2780	74.73	12	22	61	376	265	D1.2_AM748617
195	denovo1359	76.09	10	26	52	368	265.5	D1.1_AM748564
196	denovo2395	75.8	11	23	57	376	266	D1.2_AM748617
197	denovo970	77.7	8	12	44	287	266.5	B17_AY258470
198	denovo704	71.57	10	15	60	299	267	F3.2_AM748567
199	denovo3592	73.2	8	16	58	306	267.5	I3_FN561561
200	denovo4247	76.63	16	16	54	368	267.5	D1.1_AM748564
201	denovo292	74.11	14	16	43	282	268	F4.3a_AM748579
202	denovo295	83.82	9	30	56	587	268	H6_AJ291520
203	denovo3586	72.85	18	14	47	291	268.5	C1195_EU099821
204	denovo4257	73.91	13	16	49	299	268.5	F3.2_AM748567
205	denovo2016	76.08	15	14	32	255	269.5	A138_EF378620
206	denovo3334	72.88	12	14	54	295	270	F3.4b_AM748616
207	denovo2506	71.38	22	12	47	283	271.5	C51_AY589756
208	denovo2506	73.33	21	12	43	285	271.5	C12_AF499801
209	denovo3131	73.24	13	14	49	284	272	F110_AJ291526
210	denovo1820	77.55	6	18	42	294	272	F5.2g_JN558072
211	denovo3066	77.55	6	18	42	294	272	F5.2g_JN558072
212	denovo734	76.47	14	19	39	306	272	I2_FN561560
213	denovo2905	76.32	13	22	37	304	272.5	F114_AJ291525
214	denovo2941	85	8	29	50	580	272.5	H6_AJ291520
215	denovo2203	74.47	12	23	61	376	273	D1.2_AM748617
216	denovo1770	75.59	14	19	39	295	273.5	F3.4_AM748570;F3.4a_AM748571
217	denovo240	84.33	12	27	53	587	274	H6_AJ291520
218	denovo2494	69.37	14	14	59	284	274.5	F4.5_AM748585
219	denovo2494	75.96	17	17	35	287	274.5	E100_DQ011618
220	denovo2178	77.78	11	18	39	306	274.5	I1_FN561559
221	denovo808	78.37	14	21	26	282	275.5	F4.4_AM748582
222	denovo2336	77.39	10	16	38	283	277	C15.30_JX394114
223	denovo1099	83.99	9	30	55	587	277	H6_AJ291520
224	denovo5444	79.59	10	19	31	294	277.5	F1_JN558066
225	denovo1882	71.77	10	15	58	294	278	F5.2f_AJ291512
226	denovo5574	73.9	9	17	51	295	278.5	F3.4a_AM748571
227	denovo2687	76.8	12	12	47	306	279	I4_FN561562;I3_FN561561
228	denovo2023	76.19	11	17	42	294	280.5	F5.2g_JN558072
229	denovo5563	83.82	8	32	55	587	281	H6_AJ291520
230	denovo2670	84.16	11	31	51	587	281.5	H6_AJ291520
231	denovo5644	76.59	7	17	46	299	282	F3.2a_AM748568
232	denovo102	83.13	8	35	56	587	282	H6_AJ291520
233	denovo16	76.86	15	19	53	376	282.5	D1.2_AM748617
234	denovo3917	73.31	14	16	45	281	284	F4.1a_AM748573
235	denovo3959	72.22	13	14	58	306	284	I4_FN561562;I3_FN561561
236	denovo473	75.49	12	14	49	306	285	I2_FN561560
237	denovo5627	72.54	11	18	49	284	285.5	F110_AJ291526
238	denovo593	79.52	10	26	41	376	285.5	D1.2_AM748617
239	denovo5345	76.37	9	9	51	292	286	F2b_AJ291521;F2_AJ830908
240	denovo666	77.99	8	21	52	368	286	D1.1_AM748564
241	denovo2896	79.93	10	19	30	294	286.5	F1_JN558066
242	denovo1065	76.14	11	13	49	306	286.5	I1_FN561559
243	denovo2770	67.97	9	11	78	306	287	I1_FN561559
244	denovo4848	74.24	9	17	50	295	287.5	F3.4a_AM748571
245	denovo6	74.51	12	18	48	306	289	I2_FN561560
246	denovo2533	74.9	10	12	42	255	289.5	A105_AB207202
247	denovo674	75.27	11	25	55	368	289.5	D1.1_AM748564
248	denovo4354	72.83	12	13	50	276	290	C32.2_JF683336
249	denovo5422	77.82	16	11	36	284	290	E112_EU074916
250	denovo3598	75.25	8	17	48	295	290	F3.4b_AM748616
251	denovo5548	76.41	15	11	41	284	291	E112_EU074916
252	denovo2611	75.82	8	16	50	306	292	I1_FN561559
253	denovo5227	78.91	13	15	34	294	292.5	F5.2g_JN558072
254	denovo2040	74.49	11	20	44	294	293	F5.2g_JN558072
255	denovo918	74.58	10	18	47	295	293	F3.4_AM748570;F3.4b_AM748616
256	denovo3099	73.22	7	19	53	295	293.5	F3.4a_AM748571
257	denovo3265	73.2	11	15	56	306	293.5	I1_FN561559
258	denovo2470	70.23	10	13	66	299	294	F3.2_AM748567
259	denovo987	74.01	15	11	53	304	294	F3.1a_AM748566
260	denovo1225	76.41	7	15	45	284	294.5	F110_AJ291526
261	denovo2225	76.8	12	18	41	306	294.5	I2_FN561560
262	denovo196	75.16	13	15	48	306	294.5	I2_FN561560
263	denovo5454	73.24	18	17	41	284	295	E110_EU074914
264	denovo262	75.85	13	12	46	294	295.5	F5.2c_AM748596
265	denovo1935	72.11	14	13	55	294	295.5	F5.1c_AM748593
266	denovo3732	74.18	8	13	58	306	295.5	I3_FN561561
267	denovo4729	72.55	9	13	62	306	295.5	I4_FN561562;I3_FN561561
268	denovo843	74.38	12	15	45	281	296	F4.6_AM748586
269	denovo41	78.43	8	13	34	255	296.5	A105_AB207202
270	denovo1734	75.27	14	10	46	283	296.5	C54a_AY765406
271	denovo4860	73.86	9	12	59	306	296.5	I2_FN561560
272	denovo1051	75	14	17	40	284	297	F110_AJ291526
273	denovo5429	72.04	9	17	59	304	297	F3.1a_AM748566
274	denovo2193	79.15	14	13	32	283	297.5	C15.29_KC597690
275	denovo4829	75.82	14	14	46	306	298	I1_FN561559
276	denovo3026	75.62	12	17	40	283	298.5	F4.7_AM748587
277	denovo329	75.61	18	15	37	287	298.5	E100_DQ011618
278	denovo2959	73.68	11	12	57	304	298.5	F114_AJ291525
279	denovo2524	70.92	17	10	46	251	299	A7_AY239360
280	denovo2334	75.59	8	17	47	295	299	F3.4b_AM748616
281	denovo4076	77.12	9	18	43	306	299.5	I4_FN561562
282	denovo598	75.29	10	12	41	255	300	A105_AB207202
283	denovo2214	74.83	14	16	44	294	300	F1_JN558066
284	denovo1789	74.83	11	18	45	294	300.5	F1_JN558066
285	denovo4554	76.14	8	16	49	306	301	I1_FN561559
286	denovo4814	72.55	14	17	39	255	302	A127_EF656429
287	denovo375	74.24	10	16	50	295	303	F3.4_AM748570
288	denovo940	70.57	10	13	65	299	303	F3.2_AM748567
289	denovo2291	74.83	13	17	44	294	303.5	F1_JN558066
290	denovo1340	73.86	12	13	55	306	303.5	I1_FN561559
291	denovo1340	71.57	11	11	65	306	303.5	I2_FN561560
292	denovo5276	73.2	13	17	52	306	304	I1_FN561559
293	denovo1008	70.92	16	16	57	306	304	I1_FN561559
294	denovo1484	74.18	9	12	58	306	305.5	I2_FN561560
295	denovo1476	76.59	11	16	43	299	306	F3.2a_AM748568
296	denovo2883	75.51	13	15	44	294	306.5	F5.2c_AM748596
297	denovo57	75.17	12	14	47	294	306.5	F1_JN558066
298	denovo2039	77.45	11	18	40	306	306.5	I4_FN561562
299	denovo1489	76.47	9	18	45	306	309	I4_FN561562
300	denovo633	76.47	9	18	45	306	309	I4_FN561562
301	denovo4582	75.49	13	13	49	306	309	I1_FN561559
302	denovo3035	78.23	12	15	37	294	310.5	F5.1c_AM748593
303	denovo3478	74.34	13	16	49	304	310.5	F3.1a_AM748566
304	denovo1	72.88	7	16	57	295	311	F3.4a_AM748571
305	denovo3544	74.51	15	13	50	306	311	I4_FN561562;I3_FN561561
306	denovo3544	73.2	14	14	54	306	311	I1_FN561559
307	denovo4217	75.17	15	18	40	294	311.5	F5.1c_AM748593
308	denovo4217	73.2	12	17	53	306	311.5	I2_FN561560
309	denovo3755	76.53	10	14	45	294	312.5	F5.2e_AJ291533
310	denovo3472	74.83	13	11	50	294	312.5	F5.2g_JN558072
311	denovo592	73.56	7	16	55	295	312.5	F3.4a_AM748571
312	denovo976	81.63	11	14	29	294	313	F102_AJ291534;F5.2g_JN558072
313	denovo3338	75.17	15	9	49	294	313	F5.2g_JN558072
314	denovo3627	76.95	11	16	41	295	313	F3.3_AM748569
315	denovo5267	75.82	13	13	48	306	313	I1_FN561559
316	denovo4876	74.15	12	16	48	294	313.5	F5.2c_AM748596
317	denovo3978	72.88	12	14	57	306	313.5	I2_FN561560
318	denovo1561	75.51	13	14	45	294	314	F5.1b_AJ291535
319	denovo2363	74.58	7	16	52	295	314	F3.4a_AM748571
320	denovo1480	73.94	13	14	47	284	314.5	F4.8_AM748588
321	denovo1902	77.2	10	11	36	250	315	A115_AF180123
322	denovo4026	75	10	17	44	284	315.5	F4.8b_AM748590
323	denovo723	68.63	9	13	74	306	315.5	I4_FN561562
324	denovo384	72.29	10	9	50	249	316	A120_AF180122
325	denovo3408	72.45	12	13	56	294	316	F5.1d_JN558069
326	denovo5527	72.7	14	14	55	304	316	F3.1a_AM748566
327	denovo3493	73.94	13	13	48	284	316.5	F4.8_AM748588
328	denovo2822	75	9	14	48	284	316.5	F4.8b_AM748590;F4.8a_AM748589
329	denovo4170	69.28	8	13	73	306	316.5	I4_FN561562
330	denovo58	75	14	17	33	256	317	A136_DQ865210
331	denovo3663	74.82	9	17	45	282	317	F4.3c_AM748581
332	denovo2162	81.38	11	26	33	376	317	D1.2_AM748617
333	denovo5380	71.48	10	11	52	256	317.5	A136_DQ865210
334	denovo4449	74.92	18	15	42	299	317.5	F3.2a_AM748568
335	denovo517	78.91	9	14	39	294	318	F5.2g_JN558072
336	denovo1624	71.88	12	11	49	256	318.5	A136_DQ865210
337	denovo4039	75.25	18	17	39	299	318.5	F3.2a_AM748568
338	denovo5368	74.18	11	11	57	306	318.5	I4_FN561562
339	denovo1228	75.51	13	11	48	294	319	F1_JN558066
340	denovo1062	76.95	7	14	47	295	319	F3.4_AM748570;F3.4b_AM748616
341	denovo1868	76.76	10	18	38	284	319.5	F4.8_AM748588;F4.8a_AM748589
342	denovo1750	75.35	8	15	47	284	319.5	F4.8a_AM748589
343	denovo2063	74.15	11	16	49	294	320.5	F5.2c_AM748596
344	denovo1703	74.92	11	15	48	295	320.5	F3.4b_AM748616
345	denovo898	74.92	11	15	48	295	320.5	F3.4b_AM748616
346	denovo4781	73.24	9	15	56	299	320.5	F3.2_AM748567
347	denovo3413	73.68	14	15	51	304	320.5	F114_AJ291525
348	denovo4698	75.27	11	19	63	376	320.5	D1.2_AM748617
349	denovo1301	73.24	11	15	50	284	321	F4.8_AM748588;F4.8a_AM748589
350	denovo1570	76.19	13	13	44	294	321	F5.2c_AM748596
351	denovo4898	74.15	12	17	47	294	321	F5.2g_JN558072
352	denovo3103	74.83	9	13	52	294	321	F1_JN558066
353	denovo3416	71.13	14	11	57	284	321.5	F4.5_AM748585
354	denovo422	69.79	21	12	54	288	321.5	C1033_DQ335350
355	denovo2060	72.88	13	18	52	306	321.5	I1_FN561559
356	denovo2390	79.59	10	15	35	294	322	F5.2g_JN558072
357	denovo1807	77.29	8	15	44	295	322	F3.4_AM748570;F3.4b_AM748616
358	denovo4358	77.29	8	15	44	295	322	F3.4_AM748570;F3.4b_AM748616
359	denovo2447	73.9	7	15	55	295	322	F3.4_AM748570;F3.4b_AM748616;F3.4a_AM748571
360	denovo909	75.92	11	13	48	299	322.5	F3.2_AM748567
361	denovo1522	77.12	11	16	43	306	322.5	I1_FN561559
362	denovo2624	74.84	12	21	44	306	322.5	I2_FN561560
363	denovo299	74.51	11	16	51	306	322.5	I2_FN561560
364	denovo2413	74.51	10	11	57	306	322.5	I4_FN561562;I3_FN561561
365	denovo4313	74.47	12	18	66	376	322.5	D1.2_AM748617
366	denovo1055	76.92	17	13	39	299	323	F3.2a_AM748568
367	denovo2476	71.05	14	12	62	304	323	F3.1_AM748565
368	denovo3415	76.57	5	13	49	286	324	B4_AF333510
369	denovo4769	77.59	13	16	38	299	324	F3.2a_AM748568
370	denovo2635	77.82	8	16	39	284	324.5	F4.8a_AM748589
371	denovo2635	76.41	9	15	43	284	324.5	F4.8b_AM748590
372	denovo4272	75.35	10	17	43	284	324.5	F4.8b_AM748590
373	denovo5647	75.85	12	14	45	294	324.5	F5.2c_AM748596
374	denovo4606	73.24	20	14	46	299	324.5	F3.2a_AM748568
375	denovo562	75.16	12	22	42	306	324.5	I2_FN561560
376	denovo3326	71.13	12	8	62	284	325	F4.5_AM748585
377	denovo4728	77.63	9	15	42	295	325	F3.4_AM748570;F3.4b_AM748616
378	denovo713	77.63	9	15	42	295	325	F3.4_AM748570;F3.4b_AM748616
379	denovo2174	78.6	13	7	44	299	325	F3.2a_AM748568
380	denovo968	78.43	14	11	41	306	325	I2_FN561560
381	denovo3992	71.57	16	14	57	306	325.5	I4_FN561562
382	denovo1306	76.19	9	17	44	294	326	F5.2c_AM748596
383	denovo944	73.13	14	15	50	294	326.5	F5.2c_AM748596
384	denovo4454	75.25	18	15	41	299	326.5	F3.2a_AM748568
385	denovo3682	72.91	13	15	53	299	326.5	F3.2a_AM748568
386	denovo1811	72.22	9	15	61	306	326.5	I3_FN561561
387	denovo5064	70.42	9	14	61	284	327	F109_AJ291527
388	denovo5339	78.64	10	15	38	295	327	F3.4_AM748570;F3.4b_AM748616
389	denovo5156	77.93	13	16	37	299	327	F3.2a_AM748568
390	denovo740	76.92	16	16	37	299	327	F3.2a_AM748568
391	denovo992	73.24	16	15	49	299	327.5	F3.2a_AM748568
392	denovo5004	74.83	16	9	49	294	328	F5.1b_AJ291535
393	denovo1816	78.1	15	13	39	306	328	I2_FN561560
394	denovo79	74.67	12	19	46	304	328.5	F3.1a_AM748566
395	denovo3314	73.36	14	16	51	304	328.5	F114_AJ291525
396	denovo189	76.92	15	15	39	299	329	F3.2a_AM748568
397	denovo4430	76.92	15	15	39	299	329	F3.2a_AM748568
398	denovo1609	72.6	14	14	49	281	329.5	F4.1a_AM748573
399	denovo3766	75.25	11	15	47	295	329.5	F3.4b_AM748616
400	denovo649	74.92	18	15	42	299	329.5	F3.2a_AM748568
401	denovo4744	72.34	13	16	49	282	330	F4.3a_AM748579
402	denovo1805	79.6	10	16	35	299	330	F3.2_AM748567
403	denovo1675	77.26	8	14	46	299	330	F3.2_AM748567
404	denovo3907	71.53	14	9	57	281	330.5	F4.1a_AM748573
405	denovo2467	72.79	12	14	54	294	330.5	F5.1b_AJ291535
406	denovo564	72.79	12	14	54	294	330.5	F5.1b_AJ291535
407	denovo1478	74.58	13	13	49	295	330.5	F3.3_AM748569
408	denovo3349	73.59	10	15	50	284	331	F4.8_AM748588;F4.8a_AM748589
409	denovo3349	72.18	13	12	54	284	331	F4.8b_AM748590
410	denovo4738	75.17	10	18	45	294	331	F5.1c_AM748593
411	denovo1085	76.59	16	15	39	299	331	F3.2a_AM748568
412	denovo166	75.7	10	19	40	284	331.5	F4.8b_AM748590
413	denovo4785	74.58	12	16	48	299	331.5	F3.2_AM748567
414	denovo983	75.69	11	14	37	255	332	A107_AB207199
415	denovo797	76.53	15	17	37	294	332	F114_AJ291525
416	denovo4281	75.51	10	16	46	294	332	F5.2c_AM748596
417	denovo1760	77.63	9	14	43	295	332	F3.4_AM748570;F3.4b_AM748616
418	denovo4874	77.63	9	14	43	295	332	F3.4_AM748570;F3.4b_AM748616
